"year","economy","economycode","regionwb","pop_adult","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity","account_fin","account_mob","account","dig_account","borrowed","saved","receive_wages","receive_transfers","receive_pensions","receive_agriculture","merchantpay_dig","pay_utilities","domestic_remittances","anydigpayment","fin2","fin3","fin4","fin5","fin6","fin7","fin8","fin9a","fin9b","fin10","fin11_0","fin11_1","fin11_2","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin13_1","fin13a","fin13b","fin13c","fin13d","fin13e","fin13f","fin13f_1","fin14a","fin14b","fin14c","fin14d","fin14e","fin15","fin16","fin17a","fin17b","fin17c","fin17d","fin17e","fin17f","fin18","fin19","fin20","fin21","fin22a","fin22a_1","fin22b","fin22c","fin22d","fin22e","fin22f","fin22g","fin22h","fin23","fin24","fin24a","fin24b","fin24c","fin24d1","fin24d2","fin24d3","fin25e1","fin25e2","fin25e3","fin25e4","fin26a","fin26b","fin27","fh1","fin28","fh2","fin29","fh2a","fin30","fin31a","fin31b","fin31c","fin31d","fin32","fin33","fin34a","fin34b","fin34c","fin34d","fin35","fin36","fin36a","fin37","fin38","fin39a","fin39b","fin39c","fin39d","fin40","fin41","fin41a","fin42","fin43a","fin43b","fin43c","fin43d","fin44","fin45","internet_use","con1","con2a","con2b","con2c","con2d","con2e","con2f","con2g","con3","con4","con5","con6","con7","con8","con9","con10","con11","con12","con13","con14","con15","con16","con17","con18","con19","con20","con21","con22","con23","con24","con25","con26","con27","con28","con29","con30a","con30b","con30c","con30d","con30e","con30f","con30g","con30h","con31a","con31b","con31c","con31d","con31e","con31f","con31g","con31h","con32"
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,191024098,0.492320948304891,1,50,1,2,1,1,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,1,2,2,2,1,2,3,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,1,5,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,2,2,2,1,,2,,,2,2,,1,2,,2,1,,1,1,3,,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,7
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,181191087,0.271048739699712,1,62,1,3,1,1,0,0,0,0,0,0,4,2,4,4,0,2,3,0,2,,,,,,,,,,2,1,1,2,3,1,1,1,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,8,,1,1,2,2,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,1,2,2,2,1,,,,,2,,,,,,7,0,1,,,,,,,,,,,,,,1,,1,2,,1,,2,4,2,,1,2,,2,2,2,,,,,2,2,2,2,2,2,2,2,,,,,,,,,
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,157188204,1.5661282665511,1,22,2,1,2,1,0,0,0,0,0,0,4,2,4,2,0,4,2,0,2,,,,,,,,,,2,2,1,2,2,2,1,1,1,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,3,2,4,1,2,2,,,,,,,,,2,,1,2,2,2,,,,,2,,,,,,,,,1,2,2,2,1,,,,,1,2,2,1,,1,3,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,1,1,1,2,2,,2,1,,1,1,3,,1,1,1,1,1,2,2,1,,,,,,,,,
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,173812992,1.71300294691574,2,18,1,4,1,2,0,0,0,0,1,1,2,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,2,2,3,2,1,1,2,,,,,,,,,,,,,,,,2,,2,,,,1,2,2,,2,,2,,2,2,1,,,1,3,2,3,2,,,,,,,,,,,2,,2,,2,2,,,,,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,2,1,1,2,2,,2,1,,1,1,2,,1,1,2,2,2,2,2,2,,,,,,,,,
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,137805266,1.46941887722806,1,16,2,2,2,2,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,2,1,2,1,2,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,7,,2,1,2,2,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,7,1,2,1,2,2,2,2,2,2,1,2,,,,1,,,,,,,,,,,,,,,,1,,1,1,2,,1,1,1,1,1,2,2,2,,,,,,,,,
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,210446269,0.883216153239423,2,25,1,5,2,1,0,0,0,0,1,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,1,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,2,2,2,,,,5,1,5,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,2,,,2,1,2,1,2,,2,2,1,1,1,3,,1,1,1,2,1,2,2,2,,,,,,,,,
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,140891058,1.39833722750814,2,44,2,2,1,2,0,0,0,0,1,1,4,4,4,4,0,4,2,0,2,,,,,,,,,,2,2,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,2,,2,,,,1,2,2,,2,,1,,1,2,1,,,,2,3,3,1,2,2,,,,,,,,,1,2,1,2,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,2,,2,2,,2,1,,1,1,4,,1,1,1,1,1,2,2,2,,,,,,,,,
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,113677732,0.678542227852354,1,46,1,3,2,1,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,1,2,1,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,2,2,2,2,2,2,2,2,,2,,,,1,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,153233632,2.19763396640064,2,20,2,3,2,2,0,0,0,0,1,0,4,4,4,4,0,2,2,0,2,,,,,,,,,,2,2,1,2,2,2,1,1,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,1,2,2,,,,5,2,1,1,2,2,,,,,,,,,2,,1,2,1,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,1,1,1,2,2,,2,1,,1,2,,1,2,1,2,1,1,1,2,2,,,,,,,,,
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,187465799,0.91613646080084,1,42,1,2,2,1,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,8,,5,1,2,2,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,0,1,,,,,,,,,,,,,,2,2,2,8,1,1,,1,1,1,2,2,2,,2,2,2,,,,,,,,,,,,,1,1,2,2,2,1,2,1,1
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,201162853,1.7855763533016,2,17,2,4,2,1,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,2,5,1,2,2,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,2,3,,1,,1,2,1,1,2,2,,2,1,,3,1,3,,1,1,1,2,2,1,2,2,,,,,,,,,
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,196474634,0.716331731740206,2,64,1,4,1,2,1,0,1,0,0,0,1,4,4,4,0,2,3,1,1,2,1,2,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,1,1,2,,,,2,2,,4,2,2,,2,,2,,2,1,2,2,,1,1,2,1,2,,,2,2,,2,2,,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,2,2,1,,2,,,2,2,,2,2,,2,2,2,,,,,,,,,,,,,1,1,2,2,2,2,2,1,1
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,124367683,0.978392091352146,2,71,1,1,2,1,1,0,1,0,0,0,4,4,4,4,0,4,3,0,1,2,2,2,4,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,1,1,4,2,,,,2,2,,4,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,7,0,1,,,,,,,,,,,,,,2,2,2,1,,2,,,4,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,203610848,0.460325377209506,2,56,1,2,1,1,1,0,1,0,1,1,4,4,1,4,0,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,2,2,,2,,1,2,2,2,2,,,,3,1,5,2,,,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,1,1,2,,,1,1,,2,,,,,,7,0,1,,,,,,,,,,,,,,2,2,2,1,,2,,,2,2,,2,2,,2,2,2,,,,,,,,,,,,,2,2,2,1,2,2,2,2,4
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,190295065,2.19763396640064,2,30,1,1,2,1,0,0,0,0,1,0,4,4,4,4,0,2,3,0,2,,,,,,,,,,2,2,1,1,1,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,1,2,,2,,2,,2,2,2,,,1,1,1,2,1,1,1,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,2,1,1,2,2,,2,1,,2,1,3,,1,1,1,1,2,2,2,2,,,,,,,,,
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,131141428,0.94312386335584,1,30,1,3,2,2,0,0,0,0,1,1,4,4,4,4,0,2,3,0,2,,,,,,,,,,2,1,1,2,3,2,1,1,2,,,,,,,,,,,,,,,,2,,1,,,,,2,2,,2,,2,1,2,2,1,,,,5,1,4,1,2,1,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,1,1,2,1,2,,1,1,,1,1,3,,1,1,1,1,2,2,2,2,,,,,,,,,
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,130494738,2.19763396640064,2,32,1,1,2,1,1,0,1,0,0,0,4,1,4,4,0,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,5,1,1,2,,,,,,,,,,,2,,1,2,2,1,2,2,,1,2,,,,,,,,,1,2,1,2,,,1,2,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,2,1,2,,2,,,2,2,,1,2,,2,2,2,,,,,,,,,,,,,1,2,2,1,2,2,2,2,1
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,191636631,1.24477153273754,2,50,1,1,2,1,1,0,1,0,0,0,4,1,4,4,0,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,1,1,1,2,2,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,1,2,1,2,,,1,2,,2,,,,,,3,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,159557276,0.34461179078339,1,43,2,5,2,2,0,0,0,0,0,0,4,4,4,4,0,2,3,0,2,,,,,,,,,,2,2,3,3,1,2,1,2,3,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,1,5,1,1,1,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,8,2,,1,,1,2,2,,2,2,,2,1,,2,1,3,,1,1,2,1,2,2,2,2,,,,,,,,,
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,119243129,0.344218004093182,1,80,1,5,2,1,0,0,0,0,0,0,4,2,4,4,0,2,3,0,2,,,,,,,,,,2,1,2,2,1,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,8,,5,3,,,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,1,2,2,2,1,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,1,,2,1,,2,,,8,8,,2,2,,2,2,2,,,,,2,2,2,2,2,2,2,2,,,,,,,,,
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,169549611,0.555792202548843,2,31,3,5,1,2,1,0,1,1,1,1,1,4,4,4,1,4,2,1,1,1,2,2,1,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,,,,,1,2,,2,2,1,1,2,2,2,,,,3,3,3,1,2,2,2,1,1,3,,1,2,,1,2,2,,1,2,,,,,1,2,1,2,,,2,2,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,2,2,2,,9,1,,1,2,,2,1,1,1,1,1,2,2,2,,,,,,,,,
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,200257609,0.331630122858666,2,59,1,1,1,1,0,0,0,0,1,1,4,4,4,4,0,2,3,0,2,,,,,,,,,,2,1,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,1,2,2,,2,,1,,2,2,1,,,,7,,6,1,1,2,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,1,1,1,,1,,1,2,1,2,1,2,,2,2,2,,,,,,,,,,,,,1,1,2,2,2,2,2,2,1
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,115030055,1.59476421903247,1,50,1,3,2,1,0,0,0,0,1,0,4,3,4,2,0,4,3,0,2,,,,,,,,,,2,1,1,1,2,2,1,1,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,1,2,1,,,,2,1,1,1,2,2,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,1,2,3,3,3,3,,,,1,2,2,1,,2,4,0,2,1,2,2,2,2,2,1,1,1,1,2,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,166119663,1.81419192667374,2,18,1,5,1,1,1,0,1,1,1,1,2,4,4,4,1,4,2,1,1,1,1,1,2,,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,1,2,2,,2,,2,,2,2,1,,,2,3,3,4,2,,,,2,1,3,,2,1,3,1,2,2,,2,2,,,,,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,1,1,1,2,2,,2,1,,1,1,2,,1,1,1,1,1,1,1,1,,,,,,,,,
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,176793962,0.271048739699712,2,73,2,5,2,1,1,0,1,0,1,0,4,4,4,4,0,4,3,0,1,2,1,2,3,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,1,,,2,2,3,2,1,2,2,2,2,2,,4,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,1,1,1,,,,,,,,,,,,,,1,,1,2,,2,,,3,2,,2,2,,2,2,1,7,1,2,,2,2,2,2,2,2,2,2,,,,,,,,,
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,193693481,1.39629055986873,2,39,1,3,1,2,0,1,1,1,1,0,4,4,4,4,0,2,3,1,2,,,,,,,,,,2,1,1,2,1,1,1,2,2,,,,,,,,,,,,,,,,2,2,2,,,,2,1,2,,2,2,1,,2,2,1,,,,2,1,2,2,,,,2,2,,4,2,1,2,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,2,,2,2,,2,1,,1,2,,1,1,1,1,1,2,2,2,1,,,,,,,,,
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,155988453,1.50358088668231,2,23,1,5,2,2,1,0,1,1,1,0,4,4,4,4,1,2,2,1,1,2,2,2,3,,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,2,2,1,,,,2,3,4,2,,,,2,1,3,,1,1,2,2,,1,2,1,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,1,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,1,1,1,2,2,,2,1,,1,2,,1,1,1,1,2,2,2,2,2,,,,,,,,,
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,161139442,1.05751359583091,1,40,2,3,2,2,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,2,2,1,2,1,2,3,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,3,5,1,2,2,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,2,2,1,2,,2,,,2,1,1,2,2,,2,2,2,,,,,,,,,,,,,1,1,1,2,2,2,2,2,1
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,132609864,2.19763396640064,2,32,1,3,2,2,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,1,2,2,1,1,3,3,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,8,,5,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,1,,1,1,,2,,,2,2,,2,2,,2,2,2,,,,,2,2,2,2,2,2,2,2,,,,,,,,,
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,166130580,0.65444961543469,1,53,1,4,2,1,0,0,0,0,1,0,4,4,4,4,0,2,3,0,2,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,1,2,2,,,,7,,5,1,2,2,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,2,2,2,1,,2,,,2,2,,2,2,,2,2,2,,,,,,,,,,,,,1,1,2,2,2,2,2,2,1
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,205783839,0.666677811529754,1,49,1,5,1,2,1,0,1,1,1,1,1,4,4,4,1,2,3,1,1,1,1,2,1,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,1,2,2,,2,,1,,1,2,2,,,,1,1,1,2,,,,1,1,3,,2,2,,2,,2,,1,1,2,2,,1,1,2,1,2,,,1,2,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,2,,,2,1,2,1,2,,2,1,,1,2,,2,1,1,2,1,2,2,2,2,,,,,,,,,
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,170916527,1.49831599780731,1,65,1,3,1,2,1,0,1,1,1,1,4,4,4,4,1,4,1,1,1,2,1,3,3,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,2,2,,2,,1,2,2,2,1,,,,2,2,2,1,2,2,2,2,1,2,,2,2,,1,1,1,2,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,2,1,2,,2,1,,1,2,,1,1,1,1,1,1,2,2,2,,,,,,,,,
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,174899147,1.30312911850221,1,47,1,2,2,2,0,0,0,0,0,0,4,4,4,4,0,2,3,0,2,,,,,,,,,,2,1,2,2,2,2,1,2,1,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,1,1,1,2,2,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,6,0,1,,,,,,,,,,,,,,2,2,1,2,,2,,,2,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,119955938,1.39679304290154,2,59,1,1,2,1,0,1,1,1,1,0,4,1,4,4,0,2,3,1,2,,,,,,,,,,2,1,2,1,1,1,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,1,,,2,7,,1,1,2,1,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,1,2,2,1,,,1,2,,2,,,,,,4,1,1,,,,,,,,,,,,,,2,2,1,2,,2,,,2,2,,2,2,,2,2,1,4,1,4,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,182448672,0.778056002687698,1,19,1,1,2,2,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,2,4,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,7,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,3,,1,1,2,1,2,2,2,2,,,,,,,,,
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,201181360,1.44700331776754,1,44,1,2,2,1,0,0,0,0,0,1,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,,1,,,,,2,2,,2,,2,2,2,2,2,,,2,5,1,5,1,2,1,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,1,,2,2,,2,,,2,1,2,1,2,,2,2,2,,,,,2,1,2,2,2,2,2,2,,,,,,,,,
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,199593734,0.470778852759999,2,52,1,5,1,2,0,0,0,0,1,0,2,4,4,4,0,2,3,0,2,,,,,,,,,,2,1,1,2,2,2,1,1,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,1,2,1,,,,2,2,1,1,2,2,,,,,,,,,2,,2,,2,1,2,2,,1,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,2,2,2,,2,2,,1,2,2,,,,,,,,,,,,,2,2,2,1,2,1,1,1,97
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,211027451,0.821828416881376,2,49,1,4,1,1,1,0,1,0,1,0,1,4,4,4,0,2,3,1,1,2,1,2,2,,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,1,2,,2,,1,,2,2,1,,,,4,1,1,2,,,,2,2,,4,2,2,,2,,2,,1,1,2,2,,1,1,1,1,2,,,1,1,,2,2,,,,,,,,2,,,,,,5,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,2,,2,2,,2,2,2,,,,,,,,,,,,,2,2,2,1,2,2,2,2,4
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,111883728,0.916868896218439,1,48,1,2,2,1,0,0,0,0,1,0,4,4,4,4,0,4,2,0,2,,,,,,,,,,2,2,1,2,3,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,1,2,2,,,2,2,2,2,2,,,,,,,,,,,2,,1,2,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,1,,2,2,,2,,,2,2,,2,2,,2,2,2,,,,,1,2,2,2,2,2,2,2,,,,,,,,,
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,126955505,0.787499324839435,2,44,2,3,2,2,1,0,1,0,1,0,2,2,4,4,0,2,3,0,2,2,2,3,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,1,,,2,3,1,4,2,,,,2,2,,4,2,2,,2,,2,,2,1,2,2,,1,1,2,2,2,1,,,,,1,2,2,2,1,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,2,2,,1,,1,1,2,,2,2,,2,1,,2,1,2,,1,1,1,1,2,2,2,2,,,,,,,,,
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,176094994,0.886927779009214,2,74,1,5,2,1,0,0,0,0,1,0,4,4,4,4,0,2,3,0,2,,,,,,,,,,2,1,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,1,2,,2,,1,,2,2,2,,,,7,,5,2,,,,,,,,,,,2,,2,,1,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,2,1,2,,2,,,4,2,,2,1,1,2,2,2,,,,,,,,,,,,,2,2,2,2,2,2,2,1,8
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,202574342,1.18893903812314,1,24,1,3,2,1,0,0,0,0,1,0,4,4,4,4,0,4,2,0,2,,,,,,,,,,2,2,2,1,2,2,2,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,1,2,1,,,,5,1,3,1,1,1,,,,,,,,,2,,1,2,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,2,2,2,,2,,,2,1,2,1,2,,2,2,2,,,,,,,,,,,,,1,1,1,1,2,2,2,2,1
2024,"Morocco","MAR","Middle East & North Africa (excluding high income)",27893979,197658912,1.50874229093264,2,41,1,1,1,1,1,0,1,0,0,1,2,1,4,4,0,2,3,1,1,2,1,2,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,1,2,2,,2,,2,,2,2,2,,,2,2,1,1,2,,,,2,2,,4,2,2,,2,,2,,2,1,2,2,,1,1,2,2,2,1,,,,,1,2,1,2,,,1,3,,2,,,,,,2,1,1,,,,,,,,,,,,,,1,,1,1,,2,,,2,1,1,2,2,,2,1,,1,1,2,,1,1,1,2,2,2,2,2,,,,,,,,,
